latitudes,longitudes,median_income,GEOID,agg_travel_time_min,workers_who_commute,total_pop,tract_name
38.61423727236871,-121.39223892604758,34246.0,06067006102,36395.0,1429.0,3367.0,"Census Tract 61.02, Sacramento County, California"
38.58135792717476,-121.39220869736998,66788.0,06067005606,43490.0,1927.0,4405.0,"Census Tract 56.06, Sacramento County, California"
38.6259089239919,-121.39146239472333,35336.0,06067006101,33050.0,1407.0,4886.0,"Census Tract 61.01, Sacramento County, California"
38.72225622924514,-121.38765333072111,75982.0,06067007431,49145.0,1493.0,3424.0,"Census Tract 74.31, Sacramento County, California"
38.72147747313407,-121.37272536311319,85302.0,06067007430,110675.0,3796.0,8936.0,"Census Tract 74.30, Sacramento County, California"
38.686957546126926,-121.37887134232741,49570.0,06067007402,76280.0,2455.0,6213.0,"Census Tract 74.02, Sacramento County, California"
38.697778469975646,-121.38388836986049,49225.0,06067007406,104115.0,3421.0,8862.0,"Census Tract 74.06, Sacramento County, California"
38.56193744413593,-121.37131896753509,49707.0,06067009105,37175.0,1208.0,2629.0,"Census Tract 91.05, Sacramento County, California"
38.45867716580088,-121.36292287987781,85000.0,06067009312,97855.0,3034.0,6629.0,"Census Tract 93.12, Sacramento County, California"
38.72260295399769,-121.35487996417933,79150.0,06067007432,66865.0,2142.0,5118.0,"Census Tract 74.32, Sacramento County, California"
38.61374428631141,-121.35063543466852,38207.0,06067005903,26895.0,1182.0,2837.0,"Census Tract 59.03, Sacramento County, California"
38.45814710372409,-121.34431014969962,65833.0,06067009329,30275.0,929.0,2327.0,"Census Tract 93.29, Sacramento County, California"
38.57111853928442,-121.34415300441002,74268.0,06067009107,45875.0,1597.0,3419.0,"Census Tract 91.07, Sacramento County, California"
38.61725610201957,-121.33731651719573,44022.0,06067007701,61040.0,2671.0,7016.0,"Census Tract 77.01, Sacramento County, California"
38.66576683094148,-121.33159791187587,42043.0,06067008133,36160.0,1338.0,2874.0,"Census Tract 81.33, Sacramento County, California"
38.71283328292266,-121.29703866893078,63340.0,06067008113,47065.0,1768.0,3657.0,"Census Tract 81.13, Sacramento County, California"
38.68562097743236,-121.29538687960552,57212.0,06067008136,27010.0,1092.0,2332.0,"Census Tract 81.36, Sacramento County, California"
38.65826332463003,-121.28219752617008,69250.0,06067008007,36795.0,1248.0,3290.0,"Census Tract 80.07, Sacramento County, California"
38.68413336769458,-121.28131121407189,46336.0,06067008141,85515.0,3172.0,7038.0,"Census Tract 81.41, Sacramento County, California"
38.5693781795958,-121.5059027176252,65114.0,06067002100,26320.0,1319.0,2096.0,"Census Tract 21, Sacramento County, California"
38.62489079229678,-121.4912777442339,63661.0,06067007013,37580.0,1539.0,3149.0,"Census Tract 70.13, Sacramento County, California"
38.632798360860946,-121.48980001360503,50247.0,06067007004,99045.0,3594.0,7953.0,"Census Tract 70.04, Sacramento County, California"
38.47619975999843,-121.48739745218161,49154.0,06067004300,100895.0,3370.0,9867.0,"Census Tract 43, Sacramento County, California"
38.64843214556535,-121.46041316127719,52527.0,06067006701,105690.0,3582.0,9349.0,"Census Tract 67.01, Sacramento County, California"
38.46978773114984,-121.44091900021755,41139.0,06067009634,57000.0,2185.0,5062.0,"Census Tract 96.34, Sacramento County, California"
38.50021399191958,-121.43948351446954,37670.0,06067004701,30665.0,1038.0,3318.0,"Census Tract 47.01, Sacramento County, California"
38.477744706287005,-121.43916758047519,47039.0,06067004905,75490.0,2336.0,7492.0,"Census Tract 49.05, Sacramento County, California"
38.41547271759713,-121.39889817133974,76106.0,06067009611,50160.0,1268.0,3525.0,"Census Tract 96.11, Sacramento County, California"
38.603201970818,-121.39220659663758,43778.0,06067005601,58685.0,2462.0,5969.0,"Census Tract 56.01, Sacramento County, California"
38.67937044324109,-121.37759511680548,63004.0,06067007403,58420.0,2204.0,5422.0,"Census Tract 74.03, Sacramento County, California"
38.53896765296323,-121.3457895792543,65547.0,06067009112,48435.0,1812.0,4004.0,"Census Tract 91.12, Sacramento County, California"
38.71550705976915,-121.33479433544578,93085.0,06067007421,140805.0,4273.0,9610.0,"Census Tract 74.21, Sacramento County, California"
38.672716051652955,-121.31797661036946,62193.0,06067008134,71025.0,2358.0,5252.0,"Census Tract 81.34, Sacramento County, California"
38.69520853264726,-121.31502368801878,62725.0,06067008132,43995.0,1491.0,3990.0,"Census Tract 81.32, Sacramento County, California"
38.71838117939144,-121.30446441814316,56902.0,06067008128,27825.0,1005.0,2493.0,"Census Tract 81.28, Sacramento County, California"
38.59831911277898,-121.2967501032356,71066.0,06067008905,65865.0,2231.0,4761.0,"Census Tract 89.05, Sacramento County, California"
38.670971007272215,-121.2885166043847,57250.0,06067008137,36055.0,1161.0,2420.0,"Census Tract 81.37, Sacramento County, California"
38.689419412651695,-121.26699732126251,59302.0,06067008120,73490.0,2529.0,4946.0,"Census Tract 81.20, Sacramento County, California"
38.68534943797279,-121.21281288440058,57380.0,06067008208,56400.0,2023.0,4951.0,"Census Tract 82.08, Sacramento County, California"
38.67590297082698,-121.17585263957808,60208.0,06067008404,41165.0,1670.0,3623.0,"Census Tract 84.04, Sacramento County, California"
38.64423602042768,-121.51729345309857,70919.0,06067007018,68230.0,2810.0,6096.0,"Census Tract 70.18, Sacramento County, California"
38.58187952093644,-121.50270328733518,12417.0,06067000700,2170.0,96.0,2567.0,"Census Tract 7, Sacramento County, California"
38.67799529702274,-121.5004979600768,84250.0,06067007105,124820.0,3512.0,7100.0,"Census Tract 71.05, Sacramento County, California"
38.50731583288245,-121.49317038033514,55945.0,06067003800,62225.0,2204.0,5674.0,"Census Tract 38, Sacramento County, California"
38.5716421948817,-121.48708072725266,50565.0,06067001200,49985.0,2216.0,3527.0,"Census Tract 12, Sacramento County, California"
38.57720727395057,-121.4904628357019,33889.0,06067001101,32230.0,1499.0,2583.0,"Census Tract 11.01, Sacramento County, California"
38.50662079633407,-121.47852310129063,42297.0,06067004100,59075.0,1854.0,5107.0,"Census Tract 41, Sacramento County, California"
38.56847825882731,-121.474518034308,55810.0,06067001300,56995.0,2387.0,3231.0,"Census Tract 13, Sacramento County, California"
38.488199253943954,-121.47438648240157,45966.0,06067004203,59690.0,2037.0,5583.0,"Census Tract 42.03, Sacramento County, California"
38.57398403807628,-121.47213076558037,43529.0,06067001400,30945.0,1456.0,2362.0,"Census Tract 14, Sacramento County, California"
38.6327495849691,-121.45927934188512,42444.0,06067006702,61575.0,2449.0,7927.0,"Census Tract 67.02, Sacramento County, California"
38.50255253171642,-121.46292676789169,36687.0,06067004502,45955.0,1674.0,5407.0,"Census Tract 45.02, Sacramento County, California"
38.617405978678285,-121.45647718534421,29183.0,06067006800,78605.0,2761.0,7168.0,"Census Tract 68, Sacramento County, California"
38.46321420950947,-121.43841119224552,52188.0,06067009633,44060.0,1448.0,3579.0,"Census Tract 96.33, Sacramento County, California"
38.61639314104771,-121.42227986328366,37031.0,06067006202,34165.0,1344.0,3644.0,"Census Tract 62.02, Sacramento County, California"
38.58524200961202,-121.41301970225743,33036.0,06067005509,34235.0,1230.0,2122.0,"Census Tract 55.09, Sacramento County, California"
38.55942123192937,-121.42093025161148,26012.0,06067005201,33285.0,1411.0,3707.0,"Census Tract 52.01, Sacramento County, California"
38.59245927784482,-121.41071485330593,34000.0,06067005506,47565.0,1728.0,3843.0,"Census Tract 55.06, Sacramento County, California"
38.59223512238396,-121.3922567595133,53142.0,06067005605,41670.0,1624.0,3890.0,"Census Tract 56.05, Sacramento County, California"
38.44615104767668,-121.38966237238635,91044.0,06067009322,209185.0,6567.0,13952.0,"Census Tract 93.22, Sacramento County, California"
38.41667205275957,-121.38199330929037,74833.0,06067009308,81990.0,2765.0,6202.0,"Census Tract 93.08, Sacramento County, California"
38.61583496484509,-121.37378086712701,41196.0,06067006002,50140.0,1983.0,4566.0,"Census Tract 60.02, Sacramento County, California"
38.64352829181451,-121.38928377076427,33996.0,06067007413,61770.0,2666.0,7438.0,"Census Tract 74.13, Sacramento County, California"
38.5555505717826,-121.36063449314886,83620.0,06067009109,66240.0,2330.0,5006.0,"Census Tract 91.09, Sacramento County, California"
